id,imdb_id_cleaned,title,year,release_date,budget,revenue,runtime,tmdb_rating,tmdb_votes,overview,genres,imdb_rating,imdb_votes
47327,1502404,Drive Angry,2011,2011-02-24,50000000,40909909,105,5.475,1694,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.","Fantasy, Thriller, Action, Crime",5.4,106842.0
9619,118928,Dante's Peak,1997,1997-02-07,116000000,178127760,108,6.176,1693,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.","Action, Adventure, Drama, Thriller",6.1,108128.0
4543,85959,Monty Python's The Meaning of Life,1983,1983-03-31,9000000,14949697,107,7.32,1692,"Life's questions are 'answered' in a series of outrageous vignettes, beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then there's the National Health doctors who try to claim a healthy liver from a still-living donor. The world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise.",Comedy,7.5,130230.0
13515,790686,Mirrors,2008,2008-08-15,35000000,72436439,111,6.251,1691,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,"Horror, Mystery, Thriller, Drama, Fantasy",6.1,119463.0
9461,70034,Enter the Dragon,1973,1973-08-17,10000000,21485066,102,7.425,1689,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,Action,7.6,120614.0
3989,372588,Team America: World Police,2004,2004-10-10,32000000,50907422,97,6.711,1689,"Team America World Police follows an international police force dedicated to maintaining global stability. Learning that dictator Kim Jong il is out to destroy the world, the team recruits Broadway star Gary Johnston to go undercover. With the help of Team America, Gary manages to uncover the plan to destroy the world. Will Team America be able to save it in time? It stars… Samuel L Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… or does it?","Adventure, Action, Comedy",7.2,185224.0
264999,2268016,Magic Mike XXL,2015,2015-07-01,14800000,117813057,115,6.16,1685,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.","Comedy, Drama",5.6,63684.0
2069,190138,The Whole Nine Yards,2000,2000-02-18,41300000,106371651,98,6.436,1685,"After a mobster agrees to cooperate with an FBI investigation in order to stay out of prison, he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbours figure out his true identity and come knocking to see if he'd be up for one more hit—suburban style.","Comedy, Crime",6.7,135599.0
82505,1582507,House at the End of the Street,2012,2012-09-21,6900000,44287131,101,5.792,1681,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.","Horror, Thriller",5.5,84662.0
9946,146675,End of Days,1999,1999-11-24,100000000,211989043,121,6.043,1681,"On 28 December 1999, the citizens of New York City are getting ready for the turn of the millennium. However, Satan decides to crash the party by coming to the city  and searching for his chosen bride — a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist named Jericho Cane.","Action, Fantasy, Horror, Mystery",5.8,122952.0
9255,107144,Hot Shots! Part Deux,1993,1993-05-21,25000000,133752825,86,6.522,1679,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.","Action, Comedy, War",6.6,103973.0
9100,115963,The Craft,1996,1996-05-03,15000000,24819936,101,6.737,1678,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.","Horror, Drama, Fantasy",6.5,119327.0
1634,106965,Free Willy,1993,1993-07-16,20000000,153698625,112,6.17,1678,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.","Family, Adventure, Drama",6.1,89433.0
382322,4853102,Batman: The Killing Joke,2016,2016-07-24,3500000,3775000,77,6.597,1677,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.","Action, Animation, Crime, Drama",6.4,65798.0
9341,298814,The Core,2003,2003-03-28,60000000,74208267,136,5.771,1677,"Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.","Action, Thriller, Adventure, Science Fiction",5.5,116106.0
457136,2328900,Mary Queen of Scots,2018,2018-12-07,25000000,37807625,124,6.6,1675,"In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled.","Drama, History",6.3,60822.0
521777,6977338,Good Boys,2019,2019-08-14,20000000,111037232,89,6.844,1675,A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,Comedy,6.7,89906.0
10045,414852,District B13,2004,2004-11-09,12000000,9584131,84,6.778,1674,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.","Action, Thriller, Science Fiction",7.1,77602.0
11452,283111,National Lampoon's Van Wilder,2002,2002-03-29,6000000,39241323,92,6.015,1674,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.","Comedy, Romance",6.4,120832.0
9319,102266,The Last Boy Scout,1991,1991-12-13,29000000,59509925,105,6.782,1673,"When the girl that detective Joe Hallenback is protecting gets murdered, the boyfriend of the murdered girl attempts to investigate and solve the case. What they discover is that there is deep seated corruption going on between a crooked politician and the owner of a pro football team.","Action, Thriller",7.0,120810.0
8193,374900,Napoleon Dynamite,2004,2004-06-11,400000,46118097,95,6.772,1673,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",Comedy,7.0,256615.0
401,333766,Garden State,2004,2004-07-28,2500000,26781723,102,7.088,1672,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.","Comedy, Drama, Romance",7.4,227958.0
34813,480255,The Losers,2010,2010-04-23,25000000,23580000,97,6.284,1670,"On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.","Action, Adventure, Crime, Mystery, Thriller",6.2,111686.0
5689,80453,The Blue Lagoon,1980,1980-07-05,4500000,58853106,104,6.155,1670,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?","Romance, Adventure",5.8,83466.0
5549,100502,RoboCop 2,1990,1990-06-22,35000000,45681173,117,6.0,1668,"After a successful deployment of the RoboCop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the RoboCop 2 project, a living God.","Action, Adventure, Crime, Science Fiction, Thriller",5.8,100071.0
3683,418689,Flags of Our Fathers,2006,2006-10-18,90000000,65900249,135,6.837,1667,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen - John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes - who fought in the battle to take Iwo Jima from the Japanese.","War, Drama, History",7.1,134464.0
629542,8115900,The Bad Guys,2022,2022-03-17,80000000,250162278,100,7.629,1666,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.","Animation, Action, Adventure, Crime, Comedy, Family",6.9,80748.0
699,82398,For Your Eyes Only,1981,1981-06-24,28000000,187412802,128,6.516,1665,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,"Adventure, Action, Thriller",6.7,116667.0
145135,2387433,Dark Skies,2013,2013-02-21,3500000,25174316,97,6.297,1665,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.","Science Fiction, Thriller, Horror",6.3,84988.0
402897,4686844,The Death of Stalin,2017,2017-10-20,13000000,24640027,107,7.011,1664,"When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government?","Comedy, Drama, History",7.3,126931.0
3595,117438,Ransom,1996,1996-11-08,80000000,309492681,121,6.651,1664,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.","Action, Thriller",6.7,144346.0
602734,10342730,Spiral: From the Book of Saw,2021,2021-05-12,20000000,40618920,93,6.028,1659,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.","Horror, Crime, Mystery",5.2,77551.0
1911,120657,The 13th Warrior,1999,1999-08-13,160000000,61698899,102,6.657,1657,"A Muslim ambassador exiled from his homeland, Ahmad ibn Fadlan finds himself in the company of Vikings. While the behavior of the Norsemen initially offends ibn Fadlan, the more cultured outsider grows to respect the tough, if uncouth, warriors. During their travels together, ibn Fadlan and the Vikings get word of an evil presence closing in, and they must fight the frightening and formidable force, which was previously thought to exist only in legend.","Adventure, History, Action",6.6,139490.0
203739,1686821,Vampire Academy,2014,2014-02-07,30000000,15391979,104,6.344,1656,"Rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, Lissa -- a mortal, royal vampire Princess - have been on the run when they are captured and returned to St. Vladamirs Academy, the very place where they believe their lives may be in most jeopardy. Rose will sacrifice everything to protect Lissa from those who intend to exploit her from within the Academy walls and the Strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.","Comedy, Action, Fantasy",5.4,58626.0
9678,185431,Little Nicky,2000,2000-11-10,85000000,58292295,90,5.863,1656,"After the lord of darkness decides he will not cede his throne to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.","Comedy, Fantasy",5.3,119671.0
11072,71230,Blazing Saddles,1974,1974-02-07,2600000,119500000,93,7.262,1656,"A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lamarr sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.","Western, Comedy",7.7,164973.0
10014,89686,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,1985-11-01,3000000,30000000,87,5.783,1655,"Jesse Walsh moves with his family into the home of the lone survivor from a series of attacks by dream-stalking monster Freddy Krueger. There, Jesse is bedeviled by nightmares and inexplicably violent impulses. It turns out Freddy is out to possess him in order to continue his reign of terror in the real world.",Horror,5.5,86295.0
109410,453562,42,2013,2013-04-12,40000000,95020213,128,7.162,1655,"In 1946, Branch Rickey (Harrison Ford), owner of the Brooklyn Dodgers, took a stand against Major League Baseball's infamous colour line when he signed Jackie Robinson (Chadwick Boseman) to the team. The deal put both men in the crosshairs of the public, the press and even other players. Facing unabashed racism from every side, Robinson was forced to demonstrate tremendous courage and let his talent on the field wins over fans and his teammates – silencing his critics and forever changing the world by changing the game of baseball.",Drama,7.5,108952.0
6279,108147,Sister Act 2: Back in the Habit,1993,1993-12-09,38000000,57319029,107,6.375,1655,"Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous chief of a local authority.","Music, Comedy",5.8,63764.0
2655,161081,What Lies Beneath,2000,2000-07-21,100000000,291420351,130,6.411,1655,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.","Drama, Horror, Mystery, Thriller",6.6,145782.0
700391,12261776,65,2023,2023-03-02,45000000,55000000,92,6.122,1653,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.","Science Fiction, Action, Adventure",5.4,107021.0
38778,427152,Dinner for Schmucks,2010,2010-07-30,69000000,86387857,114,5.681,1651,"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",Comedy,5.9,116657.0
882569,4873118,Guy Ritchie's The Covenant,2023,2023-04-19,55000000,20000000,123,7.814,1651,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.","War, Action, Thriller",7.5,211145.0
318917,4176826,Look Who's Back,2015,2015-10-08,3196621,25513752,116,6.803,1650,"When Adolf Hitler reawakens at the site of his former bunker in present-day Berlin, he is mistaken for a comedian and quickly becomes a media phenomenon.",Comedy,7.0,54136.0
9620,338337,Paycheck,2003,2003-12-25,60000000,95427515,119,6.192,1650,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.","Action, Adventure, Mystery, Science Fiction, Thriller",6.3,118629.0
519010,8291806,Pain and Glory,2019,2019-03-22,10769016,37359689,114,7.423,1650,"Salvador Mallo, a filmmaker in the twilight of his career, remembers his life: his mother, his lovers, the actors he worked with. The sixties in a small village in Valencia, the eighties in Madrid, the present, when he feels an immeasurable emptiness, facing his mortality, the incapability of continuing filming, the impossibility of separating creation from his own life. The need of narrating his past can be his salvation.",Drama,7.5,67260.0
9268,116213,Eraser,1996,1996-06-21,100000000,242295562,115,6.039,1649,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.","Action, Drama, Mystery, Thriller",6.2,124275.0
860,86567,WarGames,1983,1983-06-03,12000000,124600000,114,7.07,1647,"High School student David Lightman has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions. Together with his girlfriend and a wizardly computer genius, David must race against time to outwit his opponent and prevent a nuclear Armageddon.","Thriller, Science Fiction, Drama",7.1,121879.0
10663,120484,The Waterboy,1998,1998-11-06,23000000,185991646,90,6.05,1645,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,Comedy,6.2,192389.0
11918,426592,Superhero Movie,2008,2008-03-28,35000000,25871834,85,5.231,1643,"The team behind Scary Movie takes on the comic book genre in this tale of Rick Riker, a nerdy teen imbued with superpowers by a radioactive dragonfly. And because every hero needs a nemesis, enter Lou Landers, aka the villainously goofy Hourglass.","Comedy, Action, Science Fiction",4.8,84574.0
1648,96928,Bill & Ted's Excellent Adventure,1989,1989-02-17,10000000,40485039,90,6.858,1643,"Bill and Ted are high school buddies starting a band. They are also about to fail their history class—which means Ted would be sent to military school—but receive help from Rufus, a traveller from a future where their band is the foundation for a perfect society. With the use of Rufus' time machine, Bill and Ted travel to various points in history, returning with important figures to help them complete their final history presentation.","Adventure, Comedy, Science Fiction",6.9,149683.0
9326,88011,Romancing the Stone,1984,1984-03-30,10000000,86572238,106,6.8,1643,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.","Adventure, Romance, Comedy, Action",6.9,112222.0
11635,302886,Old School,2003,2003-02-21,24000000,87135520,88,6.583,1640,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,Comedy,7.0,256474.0
416234,1072748,Winchester,2018,2018-02-02,3500000,44019588,100,5.901,1638,"San Jose, California, 1906. Isolated in her labyrinthine mansion, eccentric firearm heiress Sarah Winchester believes that she is being haunted by the souls of those killed by the guns manufactured by her company.","Horror, Thriller",5.5,39382.0
329440,3387542,The Forest,2016,2016-01-07,10000000,37608299,95,5.223,1637,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.","Horror, Thriller, Mystery",4.8,47861.0
11690,92675,Bloodsport,1988,1988-02-26,1500000,65000000,92,7.017,1637,"U.S. soldier Frank Dux has come to Hong Kong to be accepted into the Kumite, a highly secret and extremely violent martial arts competition. While trying to gain access into the underground world of clandestine fighters, he also has to avoid military officers who consider him to be AWOL. After enduring a difficult training and beginning a romance with journalist Janice Kent, Frank is given the opportunity to fight. But can he survive?","Action, Drama",6.8,103300.0
381719,5117670,Peter Rabbit,2018,2018-02-07,50000000,351266433,93,6.697,1636,Peter Rabbit's feud with Mr. McGregor escalates to greater heights than ever before as they rival for the affections of the warm-hearted animal lover who lives next door.,"Animation, Adventure, Family",6.6,53345.0
10647,223897,Pay It Forward,2000,2000-10-20,40000000,55707411,122,7.313,1635,"Like some other kids, 12-year-old Trevor McKinney believed in the goodness of human nature. Like many other kids, he was determined to change the world for the better. Unlike most other kids, he succeeded.",Drama,7.2,127759.0
9008,140352,The Insider,1999,1999-10-28,90000000,60289912,158,7.475,1634,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,"Drama, Thriller",7.8,191729.0
497828,7322224,Triangle of Sadness,2022,2022-09-18,15600000,24733572,147,7.125,1631,"A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.","Comedy, Drama",7.2,217346.0
1051,67116,The French Connection,1971,1971-10-09,1800000,41158757,104,7.539,1630,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,"Action, Crime, Thriller",7.6,150759.0
376290,4540710,Miss Sloane,2016,2016-11-25,13000000,9101546,133,7.459,1628,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,"Drama, Crime",7.5,89003.0
9896,250687,Rat Race,2001,2001-08-17,48000000,85498534,112,6.245,1625,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.","Adventure, Comedy",6.5,130726.0
147773,1727388,The Way Way Back,2013,2013-06-06,4600000,23198652,103,7.137,1625,"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.","Comedy, Drama",7.4,164125.0
22825,362478,The Box,2009,2009-10-29,30000000,33333531,115,5.578,1625,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.","Thriller, Science Fiction",5.6,97929.0
39013,1399683,Winter's Bone,2010,2010-06-11,2000000,13831503,101,6.8,1624,"After discovering her father put their house up for his bail bond and then disappeared, 17-year-old Ree Dolly must confront the local criminal underworld and the harsh Ozark wilderness in order to to track down her father and save her family.","Drama, Mystery",7.1,158054.0
891,74119,All the President's Men,1976,1976-04-09,8500000,70600000,138,7.664,1623,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.","Drama, History, Mystery, Thriller",7.9,137969.0
2112,120784,Payback,1999,1999-02-05,90000000,161626121,100,6.832,1621,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.","Crime, Action, Drama",7.0,153867.0
11186,99253,Child's Play 2,1990,1990-11-09,13000000,35763605,84,6.237,1621,"When Andy’s mother is admitted to a psychiatric hospital, the young boy is placed in foster care, andChucky, determined to claim Andy's soul, is not far behind.","Horror, Thriller",6.0,64457.0
6615,805564,Lars and the Real Girl,2007,2007-10-12,12000000,11293663,106,7.1,1621,"Extremely shy Lars finds it impossible to make friends or socialize. His brother and sister-in-law worry about him, so when he announces that he has a girlfriend he met on the Internet, they are overjoyed. But Lars' new lady is a life-size plastic woman. On the advice of a doctor, his family and the rest of the community go along with his delusion.","Comedy, Drama, Romance",7.3,168083.0
9955,445934,Blades of Glory,2007,2007-03-30,53000000,118200000,93,6.105,1620,"When a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team.",Comedy,6.3,186514.0
26123,1407050,American Pie Presents: The Book of Love,2009,2009-12-22,8000000,5021219,93,5.268,1620,"Ten years after the first American Pie movie, three new hapless virgins discover the Bible hidden in the school library at East Great Falls High. Unfortunately for them, the book is ruined, and with incomplete advice, the Bible leads them on a hilarious journey to lose their virginity.",Comedy,,
213681,2461150,Masterminds,2016,2016-09-29,25000000,29200000,94,5.736,1619,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,"Action, Comedy, Crime",5.9,66186.0
16,168629,Dancer in the Dark,2000,2000-06-30,12800000,40031879,141,7.869,1618,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.","Drama, Crime",7.9,124209.0
585245,2397461,Clifford the Big Red Dog,2021,2021-11-10,64000000,107347356,97,7.202,1618,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.","Family, Adventure, Comedy, Fantasy",5.9,19051.0
19265,1178663,Whatever Works,2009,2009-06-19,15000000,36020534,92,7.107,1617,"Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""","Comedy, Romance",7.1,79294.0
32823,1226229,Get Him to the Greek,2010,2010-06-03,40000000,90029656,109,5.962,1617,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.","Adventure, Comedy, Music",6.3,190554.0
10982,443536,Hoodwinked!,2005,2005-12-16,15000000,51053787,82,6.214,1615,"Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.","Animation, Comedy, Family, Crime",6.5,72196.0
326,417148,Snakes on a Plane,2006,2006-08-17,33000000,62022014,105,5.415,1614,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.","Action, Crime, Thriller, Adventure",5.5,149842.0
13600,970411,City of Ember,2008,2008-10-07,55000000,17869048,90,6.301,1613,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now, two teenagers, in a race against time, must search Ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever.","Adventure, Family, Fantasy",6.4,73077.0
129670,1821549,Nebraska,2013,2013-09-21,12000000,27682872,115,7.428,1612,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.","Drama, Adventure",7.7,128816.0
34647,1191111,Enter the Void,2009,2009-06-17,13000000,754249,161,7.35,1612,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar, a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda. When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.","Fantasy, Drama",7.2,94756.0
6171,285531,Dreamcatcher,2003,2003-03-21,68000000,75700000,136,5.573,1607,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.","Drama, Horror, Science Fiction, Thriller",5.6,101279.0
226857,2318092,Endless Love,2014,2014-02-12,20000000,34077920,103,6.893,1607,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,"Drama, Romance",6.2,49309.0
